SMILES,MW,HBA,HBD,LogP,lipinski_valid,Error,Fragments,chemval,chem_violation
N#CN(N=O)C1(O)NC(ON(O)O1)(O)N,222.034881912,11,5,-3.22562,True,False,['N#CN(N=O)C1(O)NC(N)(O)ON(O)O1'],False,"Geminal diol/triol, Hydrazine"
N#CN(N=O)C1(O)OC(ON(N)O1)(O)N,222.034881912,11,4,-3.31412,True,False,['N#CN(N=O)C1(O)ON(N)OC(N)(O)O1'],False,"Geminal diol/triol, Hydrazine"
N#CN(N=O)C1(O)OC(NN(O)O1)(O)N,222.034881912,11,5,-3.22562,True,False,['N#CN(N=O)C1(O)ON(O)NC(N)(O)O1'],False,"Geminal diol/triol, Hydrazine"
N#CN(N=O)C1(O)OC(ON(O)N1)(O)N,222.034881912,11,5,-3.22562,True,False,['N#CN(N=O)C1(O)NN(O)OC(N)(O)O1'],False,"Geminal diol/triol, Hydrazine"
N#CN(N=N)C1(O)OC(ON(O)O1)(O)N,222.034881912,11,5,-2.5340499999999997,True,False,['N#CN(N=N)C1(O)ON(O)OC(N)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
N#CN(N=O)C1(N)NC(ON(O)O1)(O)O,222.034881912,11,5,-3.2256199999999997,True,False,['N#CN(N=O)C1(N)NC(O)(O)ON(O)O1'],False,"Geminal diol/triol, Hydrazine"
N#CN(N=O)C1(N)OC(ON(N)O1)(O)O,222.034881912,11,4,-3.31412,True,False,['N#CN(N=O)C1(N)ON(N)OC(O)(O)O1'],False,"Geminal diol/triol, Hydrazine"
N#CN(N=O)C1(N)OC(NN(O)O1)(O)O,222.034881912,11,5,-3.2256199999999997,True,False,['N#CN(N=O)C1(N)ON(O)NC(O)(O)O1'],False,"Geminal diol/triol, Hydrazine"
N#CN(N=O)C1(N)OC(ON(O)N1)(O)O,222.034881912,11,5,-3.22562,True,False,['N#CN(N=O)C1(N)NN(O)OC(O)(O)O1'],False,"Geminal diol/triol, Hydrazine"
N#CN(N=N)C1(N)OC(ON(O)O1)(O)O,222.034881912,11,5,-2.53405,True,False,['N#CN(N=N)C1(N)ON(O)OC(O)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
N#CN(N=O)C1(O)NC(ON(N)O1)(O)O,222.034881912,11,5,-3.7075199999999997,True,False,['N#CN(N=O)C1(O)NC(O)(O)ON(N)O1'],False,"Geminal diol/triol, Hydrazine"
N#CN(N=O)C1(O)NC(NN(O)O1)(O)O,222.034881912,11,6,-3.61902,False,False,['N#CN(N=O)C1(O)NC(O)(O)NN(O)O1'],False,"Geminal diol/triol, Hydrazine"
N#CN(N=O)C1(O)NC(ON(O)N1)(O)O,222.034881912,11,6,-3.61902,False,False,['N#CN(N=O)C1(O)NN(O)OC(O)(O)N1'],False,"Geminal diol/triol, Hydrazine"
N#CN(N=N)C1(O)NC(ON(O)O1)(O)O,222.034881912,11,6,-2.92745,False,False,['N#CN(N=N)C1(O)NC(O)(O)ON(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
N#CN(N=O)C1(O)OC(NN(N)O1)(O)O,222.034881912,11,5,-3.7075199999999997,True,False,['N#CN(N=O)C1(O)ON(N)NC(O)(O)O1'],False,"Geminal diol/triol, Hydrazine"
N#CN(N=O)C1(O)OC(ON(N)N1)(O)O,222.034881912,11,5,-3.70752,True,False,['N#CN(N=O)C1(O)NN(N)OC(O)(O)O1'],False,"Geminal diol/triol, Hydrazine"
N#CN(N=N)C1(O)OC(ON(N)O1)(O)O,222.034881912,11,5,-3.01595,True,False,['N#CN(N=N)C1(O)ON(N)OC(O)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
N#CN(N=O)C1(O)OC(NN(O)N1)(O)O,222.034881912,11,6,-3.61902,False,False,['N#CN(N=O)C1(O)NN(O)NC(O)(O)O1'],False,"Geminal diol/triol, Hydrazine"
N#CN(N=N)C1(O)OC(NN(O)O1)(O)O,222.034881912,11,6,-2.92745,False,False,['N#CN(N=N)C1(O)ON(O)NC(O)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
N#CN(N=N)C1(O)OC(ON(O)N1)(O)O,222.034881912,11,6,-2.92745,False,False,['N#CN(N=N)C1(O)NN(O)OC(O)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
OC(=O)OC(N1C(N=NN=N1)(O)N)(O)O,222.034881912,11,5,-2.1108,True,False,"['[3*]OC(O)(O)N1N=NN=NC1(N)O', '[1*]C(=O)O']",False,"Geminal diol/triol, Hydrazine"
OC(=O)OC(N1C(N=NN=N1)(O)O)(O)N,222.034881912,11,5,-2.1108,True,False,"['[3*]OC(N)(O)N1N=NN=NC1(O)O', '[1*]C(=O)O']",False,"Geminal diol/triol, Hydrazine"
NC(=O)OC(N1C(N=NN=N1)(O)O)(O)O,222.034881912,11,5,-2.6765,True,False,"['[3*]OC(O)(O)N1N=NN=NC1(O)O', '[1*]C(N)=O']",False,"Geminal diol/triol, Hydrazine"
N=C(O)OC(N1C(N=NN=N1)(O)O)(O)O,222.034881912,11,6,-2.26243,False,False,['N=C(O)OC(O)(O)N1N=NN=NC1(O)O'],False,"Geminal diol/triol, Hydrazine"
OC(=O)NC(N1C(N=NN=N1)(O)O)(O)O,222.034881912,10,6,-2.5042,True,False,"['[5*]NC(O)(O)N1N=NN=NC1(O)O', '[1*]C(=O)O']",False,"Geminal diol/triol, Hydrazine"
OC(O)=NC(N1C(N=NN=N1)(O)O)(O)O,222.034881912,10,6,-2.2998000000000003,True,False,['OC(O)=NC(O)(O)N1N=NN=NC1(O)O'],False,"Geminal diol/triol, Hydrazine"
O=NN=NN1C(N(C(=O)O)C1(O)N)(O)O,222.034881912,7,5,-2.5112,True,False,"['[5*]N1C(N)(O)N(N=NN=O)C1(O)O', '[1*]C(=O)O']",False,"PAINS, Geminal diol/triol, Hydrazine"
O=NN=NN1C(N(C(=O)N)C1(O)O)(O)O,222.034881912,7,5,-3.0768999999999997,True,False,"['[1*]C(N)=O', '[5*]N1C(O)(O)N(N=NN=O)C1(O)O']",False,"PAINS, Geminal diol/triol, Hydrazine"
O=NN=NN1C(N(C(O)=N)C1(O)O)(O)O,222.034881912,7,6,-2.66283,True,False,['N=C(O)N1C(O)(O)N(N=NN=O)C1(O)O'],False,"PAINS, Geminal diol/triol, Hydrazine"
N=NN=NN1C(N(C(=O)O)C1(O)O)(O)O,222.034881912,7,6,-2.21303,True,False,"['[5*]N1C(O)(O)N(N=NN=N)C1(O)O', '[1*]C(=O)O']",False,"PAINS, Geminal diol/triol, Hydrazine"
N#CN=NN1C(N(N(O)O)C1(O)O)(O)O,222.034881912,11,6,-3.36052,False,False,['N#CN=NN1C(O)(O)N(N(O)O)C1(O)O'],False,"PAINS, Geminal diol/triol, Hydrazine"
OC(=O)N1C(N=NON=NC1(O)N)(O)O,222.034881912,10,5,-2.1108,True,False,"['[5*]N1C(N)(O)N=NON=NC1(O)O', '[1*]C(=O)O']",False,Geminal diol/triol
OC(=O)N1C(N=NN=NOC1(O)N)(O)O,222.034881912,10,5,-2.1108,True,False,"['[5*]N1C(O)(O)N=NN=NOC1(N)O', '[1*]C(=O)O']",False,"Geminal diol/triol, Hydrazine"
OC(=O)N1C(ON=NN=NC1(O)N)(O)O,222.034881912,10,5,-2.1108,True,False,"['[5*]N1C(N)(O)N=NN=NOC1(O)O', '[1*]C(=O)O']",False,"Geminal diol/triol, Hydrazine"
NC(=O)N1C(N=NON=NC1(O)O)(O)O,222.034881912,10,5,-2.6765,True,False,"['[5*]N1C(O)(O)N=NON=NC1(O)O', '[1*]C(N)=O']",False,Geminal diol/triol
N=C(O)N1C(N=NON=NC1(O)O)(O)O,222.034881912,10,6,-2.26243,True,False,['N=C(O)N1C(O)(O)N=NON=NC1(O)O'],False,Geminal diol/triol
NC(=O)N1C(ON=NN=NC1(O)O)(O)O,222.034881912,10,5,-2.6765,True,False,"['[5*]N1C(O)(O)N=NN=NOC1(O)O', '[1*]C(N)=O']",False,"Geminal diol/triol, Hydrazine"
N=C(O)N1C(ON=NN=NC1(O)O)(O)O,222.034881912,10,6,-2.26243,True,False,['N=C(O)N1C(O)(O)N=NN=NOC1(O)O'],False,"Geminal diol/triol, Hydrazine"
OC(=O)N1C(N=NNN=NC1(O)O)(O)O,222.034881912,10,6,-2.5042,True,False,"['[5*]N1C(O)(O)N=NNN=NC1(O)O', '[1*]C(=O)O']",False,"Geminal diol/triol, Hydrazine"
OC(=O)N1C(N=NN=NNC1(O)O)(O)O,222.034881912,10,6,-2.5042,True,False,"['[1*]C(=O)O', '[5*]N1C(O)(O)N=NN=NNC1(O)O']",False,"Geminal diol/triol, Hydrazine"
ON(O)N1C(N=NN=C=NC1(O)O)(O)O,222.034881912,12,6,-2.9697,False,False,['ON(O)N1C(O)(O)N=C=NN=NC1(O)O'],False,"Geminal diol/triol, Hydrazine"
O=NN=NN1C(OC(=O)OC1(O)N)(O)N,222.034881912,9,4,-2.3716,True,False,['NC1(O)OC(=O)OC(N)(O)N1N=NN=O'],False,"PAINS, Geminal diol/triol, Hydrazine"
O=NN=NN1C(OC(=O)OC1(N)N)(O)O,222.034881912,9,4,-2.3716,True,False,['NC1(N)OC(=O)OC(O)(O)N1N=NN=O'],False,"PAINS, Geminal diol/triol, Hydrazine"
O=NN=NN1C(OC(=N)OC1(O)N)(O)O,222.034881912,9,5,-2.52323,True,False,['N=C1OC(N)(O)N(N=NN=O)C(O)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
O=NN=NN1C(NC(=O)OC1(O)N)(O)O,222.034881912,8,5,-2.765,True,False,['NC1(O)OC(=O)NC(O)(O)N1N=NN=O'],False,"PAINS, Geminal diol/triol, Hydrazine"
O=NN=NN1C(N=C(O)OC1(O)N)(O)O,222.034881912,8,5,-2.5606,True,False,['NC1(O)OC(O)=NC(O)(O)N1N=NN=O'],False,"PAINS, Geminal diol/triol, Hydrazine"
O=NN=NN1C(OC(=O)NC1(O)N)(O)O,222.034881912,8,5,-2.765,True,False,['NC1(O)NC(=O)OC(O)(O)N1N=NN=O'],False,"PAINS, Geminal diol/triol, Hydrazine"
O=NN=NN1C(OC(O)=NC1(O)N)(O)O,222.034881912,8,5,-2.5606,True,False,['NC1(O)N=C(O)OC(O)(O)N1N=NN=O'],False,"PAINS, Geminal diol/triol, Hydrazine"
N=NN=NN1C(OC(=O)OC1(O)N)(O)O,222.034881912,9,5,-2.07343,True,False,['N=NN=NN1C(N)(O)OC(=O)OC1(O)O'],False,"PAINS, Geminal diol/triol, Hydrazine"
O=NN=NN1C(OC(=N)NC1(O)O)(O)O,222.034881912,8,6,-2.91663,True,False,['N=C1NC(O)(O)N(N=NN=O)C(O)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
O=NN=NN1C(OC(N)=NC1(O)O)(O)O,222.034881912,9,5,-3.1263,True,False,['NC1=NC(O)(O)N(N=NN=O)C(O)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
N=NN=NN1C(OC(=N)OC1(O)O)(O)O,222.034881912,9,6,-2.22506,True,False,['N=NN=NN1C(O)(O)OC(=N)OC1(O)O'],False,"PAINS, Geminal diol/triol, Hydrazine"
O=NN=NN1C(NC(=O)NC1(O)O)(O)O,222.034881912,7,6,-3.1584,True,False,['O=NN=NN1C(O)(O)NC(=O)NC1(O)O'],False,"PAINS, Geminal diol/triol, Hydrazine"
O=NN=NN1C(N=C(O)NC1(O)O)(O)O,222.034881912,8,6,-2.9539999999999997,True,False,['O=NN=NN1C(O)(O)N=C(O)NC1(O)O'],False,"PAINS, Geminal diol/triol, Hydrazine"
N=NN=NN1C(OC(=O)NC1(O)O)(O)O,222.03488191200003,8,6,-2.4668300000000003,True,False,['N=NN=NN1C(O)(O)NC(=O)OC1(O)O'],False,"PAINS, Geminal diol/triol, Hydrazine"
N=NN=NN1C(OC(O)=NC1(O)O)(O)O,222.03488191200003,8,6,-2.26243,True,False,['N=NN=NN1C(O)(O)N=C(O)OC1(O)O'],False,"PAINS, Geminal diol/triol, Hydrazine"
N#CN=NN1C(ON(O)OC1(O)N)(O)O,222.034881912,11,5,-3.13712,True,False,['N#CN=NN1C(N)(O)ON(O)OC1(O)O'],False,"PAINS, Geminal diol/triol, Hydrazine"
N#CN=NN1C(ON(N)OC1(O)O)(O)O,222.034881912,11,5,-3.61902,True,False,['N#CN=NN1C(O)(O)ON(N)OC1(O)O'],False,"PAINS, Geminal diol/triol, Hydrazine"
N#CN=NN1C(ON(O)NC1(O)O)(O)O,222.034881912,11,6,-3.53052,False,False,['N#CN=NN1C(O)(O)NN(O)OC1(O)O'],False,"PAINS, Geminal diol/triol, Hydrazine"
O=C1OC(N=NON=NC(O1)(O)N)(O)N,222.034881912,12,4,-1.9712000000000005,True,False,['NC1(O)N=NON=NC(N)(O)OC(=O)O1'],False,Geminal diol/triol
O=C1OC(ON=NN=NC(O1)(O)N)(O)N,222.03488191199997,12,4,-1.9712000000000005,True,False,['NC1(O)N=NN=NOC(N)(O)OC(=O)O1'],False,"Geminal diol/triol, Hydrazine"
O=C1OC(N=NON=NC(O1)(N)N)(O)O,222.034881912,12,4,-1.9712,True,False,['NC1(N)N=NON=NC(O)(O)OC(=O)O1'],False,Geminal diol/triol
O=C1OC(N=NN=NOC(O1)(N)N)(O)O,222.034881912,12,4,-1.9712,True,False,['NC1(N)ON=NN=NC(O)(O)OC(=O)O1'],False,"Geminal diol/triol, Hydrazine"
O=C1OC(ON=NN=NC(O1)(N)N)(O)O,222.03488191199997,12,4,-1.9712,True,False,['NC1(N)N=NN=NOC(O)(O)OC(=O)O1'],False,"Geminal diol/triol, Hydrazine"
N=C1OC(N=NON=NC(O1)(O)N)(O)O,222.034881912,12,5,-2.12283,True,False,['N=C1OC(N)(O)N=NON=NC(O)(O)O1'],False,Geminal diol/triol
N=C1OC(N=NN=NOC(O1)(O)N)(O)O,222.034881912,12,5,-2.12283,True,False,['N=C1OC(O)(O)N=NN=NOC(N)(O)O1'],False,"Geminal diol/triol, Hydrazine"
N=C1OC(ON=NN=NC(O1)(O)N)(O)O,222.034881912,12,5,-2.12283,True,False,['N=C1OC(N)(O)N=NN=NOC(O)(O)O1'],False,"Geminal diol/triol, Hydrazine"
O=C1NC(N=NON=NC(O1)(O)N)(O)O,222.034881912,11,5,-2.3646000000000003,True,False,['NC1(O)N=NON=NC(O)(O)NC(=O)O1'],False,Geminal diol/triol
OC1=NC(N=NON=NC(O1)(O)N)(O)O,222.034881912,11,5,-2.1602,True,False,['NC1(O)N=NON=NC(O)(O)N=C(O)O1'],False,Geminal diol/triol
O=C1NC(N=NN=NOC(O1)(O)N)(O)O,222.034881912,11,5,-2.3646000000000003,True,False,['NC1(O)ON=NN=NC(O)(O)NC(=O)O1'],False,"Geminal diol/triol, Hydrazine"
OC1=NC(N=NN=NOC(O1)(O)N)(O)O,222.034881912,11,5,-2.1602,True,False,['NC1(O)ON=NN=NC(O)(O)N=C(O)O1'],False,"Geminal diol/triol, Hydrazine"
O=C1NC(ON=NN=NC(O1)(O)N)(O)O,222.034881912,11,5,-2.3646000000000003,True,False,['NC1(O)N=NN=NOC(O)(O)NC(=O)O1'],False,"Geminal diol/triol, Hydrazine"
OC1=NC(ON=NN=NC(O1)(O)N)(O)O,222.034881912,11,5,-2.1602,True,False,['NC1(O)N=NN=NOC(O)(O)N=C(O)O1'],False,"Geminal diol/triol, Hydrazine"
O=C1OC(N=NON=NC(N1)(O)N)(O)O,222.034881912,11,5,-2.3646000000000003,True,False,['NC1(O)N=NON=NC(O)(O)OC(=O)N1'],False,Geminal diol/triol
OC=1OC(N=NON=NC(N1)(O)N)(O)O,222.034881912,11,5,-2.1602,True,False,['NC1(O)N=NON=NC(O)(O)OC(O)=N1'],False,Geminal diol/triol
O=C1OC(N=NN=NOC(N1)(O)N)(O)O,222.034881912,11,5,-2.3646000000000003,True,False,['NC1(O)NC(=O)OC(O)(O)N=NN=NO1'],False,"Geminal diol/triol, Hydrazine"
OC=1OC(N=NN=NOC(N1)(O)N)(O)O,222.034881912,11,5,-2.1602,True,False,['NC1(O)N=C(O)OC(O)(O)N=NN=NO1'],False,"Geminal diol/triol, Hydrazine"
O=C1OC(ON=NN=NC(N1)(O)N)(O)O,222.03488191199997,11,5,-2.3646000000000003,True,False,['NC1(O)N=NN=NOC(O)(O)OC(=O)N1'],False,"Geminal diol/triol, Hydrazine"
OC=1OC(ON=NN=NC(N1)(O)N)(O)O,222.03488191199997,11,5,-2.1602,True,False,['NC1(O)N=NN=NOC(O)(O)OC(O)=N1'],False,"Geminal diol/triol, Hydrazine"
O=C1OC(N=NNN=NC(O1)(O)N)(O)O,222.034881912,12,5,-2.3646000000000003,True,False,['NC1(O)N=NNN=NC(O)(O)OC(=O)O1'],False,"Geminal diol/triol, Hydrazine"
O=C1OC(N=NN=NNC(O1)(O)N)(O)O,222.034881912,12,5,-2.3646000000000003,True,False,['NC1(O)NN=NN=NC(O)(O)OC(=O)O1'],False,"Geminal diol/triol, Hydrazine"
O=C1OC(NN=NN=NC(O1)(O)N)(O)O,222.034881912,12,5,-2.3646000000000003,True,False,['NC1(O)N=NN=NNC(O)(O)OC(=O)O1'],False,"Geminal diol/triol, Hydrazine"
N=C1OC(N=NON=NC(N1)(O)O)(O)O,222.034881912,11,6,-2.5162299999999997,False,False,['N=C1NC(O)(O)N=NON=NC(O)(O)O1'],False,Geminal diol/triol
NC=1OC(N=NON=NC(N1)(O)O)(O)O,222.034881912,12,5,-2.7259,True,False,['NC1=NC(O)(O)N=NON=NC(O)(O)O1'],False,Geminal diol/triol
N=C1OC(N=NN=NOC(N1)(O)O)(O)O,222.034881912,11,6,-2.5162299999999997,False,False,['N=C1NC(O)(O)ON=NN=NC(O)(O)O1'],False,"Geminal diol/triol, Hydrazine"
NC=1OC(N=NN=NOC(N1)(O)O)(O)O,222.034881912,12,5,-2.7259,True,False,['NC1=NC(O)(O)ON=NN=NC(O)(O)O1'],False,"Geminal diol/triol, Hydrazine"
N=C1OC(ON=NN=NC(N1)(O)O)(O)O,222.034881912,11,6,-2.51623,False,False,['N=C1NC(O)(O)N=NN=NOC(O)(O)O1'],False,"Geminal diol/triol, Hydrazine"
NC=1OC(ON=NN=NC(N1)(O)O)(O)O,222.034881912,12,5,-2.7259,True,False,['NC1=NC(O)(O)N=NN=NOC(O)(O)O1'],False,"Geminal diol/triol, Hydrazine"
N=C1OC(N=NNN=NC(O1)(O)O)(O)O,222.034881912,12,6,-2.51623,False,False,['N=C1OC(O)(O)N=NNN=NC(O)(O)O1'],False,"Geminal diol/triol, Hydrazine"
N=C1OC(N=NN=NNC(O1)(O)O)(O)O,222.034881912,12,6,-2.5162299999999997,False,False,['N=C1OC(O)(O)N=NN=NNC(O)(O)O1'],False,"Geminal diol/triol, Hydrazine"
O=C1NC(N=NON=NC(N1)(O)O)(O)O,222.034881912,10,6,-2.758,True,False,['O=C1NC(O)(O)N=NON=NC(O)(O)N1'],False,Geminal diol/triol
OC1=NC(N=NON=NC(N1)(O)O)(O)O,222.034881912,11,6,-2.5536,False,False,['OC1=NC(O)(O)N=NON=NC(O)(O)N1'],False,Geminal diol/triol
O=C1NC(ON=NN=NC(N1)(O)O)(O)O,222.034881912,10,6,-2.758,True,False,['O=C1NC(O)(O)N=NN=NOC(O)(O)N1'],False,"Geminal diol/triol, Hydrazine"
OC1=NC(ON=NN=NC(N1)(O)O)(O)O,222.034881912,11,6,-2.5536,False,False,['OC1=NC(O)(O)ON=NN=NC(O)(O)N1'],False,"Geminal diol/triol, Hydrazine"
OC=1NC(ON=NN=NC(N1)(O)O)(O)O,222.034881912,11,6,-2.5536000000000003,False,False,['OC1=NC(O)(O)N=NN=NOC(O)(O)N1'],False,"Geminal diol/triol, Hydrazine"
O=C1OC(N=NNN=NC(N1)(O)O)(O)O,222.034881912,11,6,-2.758,False,False,['O=C1NC(O)(O)N=NNN=NC(O)(O)O1'],False,"Geminal diol/triol, Hydrazine"
O=C1OC(N=NN=NNC(N1)(O)O)(O)O,222.034881912,11,6,-2.758,False,False,['O=C1NC(O)(O)NN=NN=NC(O)(O)O1'],False,"Geminal diol/triol, Hydrazine"
O=C1OC(NN=NN=NC(N1)(O)O)(O)O,222.034881912,11,6,-2.758,False,False,['O=C1NC(O)(O)N=NN=NNC(O)(O)O1'],False,"Geminal diol/triol, Hydrazine"
OC=1OC(N=NNN=NC(N1)(O)O)(O)O,222.034881912,11,6,-2.5536,False,False,['OC1=NC(O)(O)N=NNN=NC(O)(O)O1'],False,"Geminal diol/triol, Hydrazine"
OC=1OC(N=NN=NNC(N1)(O)O)(O)O,222.034881912,11,6,-2.5536,False,False,['OC1=NC(O)(O)NN=NN=NC(O)(O)O1'],False,"Geminal diol/triol, Hydrazine"
OC=1OC(NN=NN=NC(N1)(O)O)(O)O,222.034881912,11,6,-2.5536,False,False,['OC1=NC(O)(O)N=NN=NNC(O)(O)O1'],False,"Geminal diol/triol, Hydrazine"
ON1OC(N=NN=C=NC(O1)(O)O)(O)N,222.034881912,12,5,-2.7463,True,False,['NC1(O)N=NN=C=NC(O)(O)ON(O)O1'],False,"Geminal diol/triol, Hydrazine"
ON1OC(N=NN=C=NC(O1)(O)N)(O)O,222.034881912,12,5,-2.7463,True,False,['NC1(O)N=C=NN=NC(O)(O)ON(O)O1'],False,"Geminal diol/triol, Hydrazine"
NN1OC(N=NN=C=NC(O1)(O)O)(O)O,222.034881912,12,5,-3.2282,True,False,['NN1OC(O)(O)N=C=NN=NC(O)(O)O1'],False,"Geminal diol/triol, Hydrazine"
ON1NC(N=NN=C=NC(O1)(O)O)(O)O,222.034881912,12,6,-3.1397000000000004,False,False,['ON1NC(O)(O)N=NN=C=NC(O)(O)O1'],False,"Geminal diol/triol, Hydrazine"
ON1OC(N=NN=C=NC(N1)(O)O)(O)O,222.034881912,12,6,-3.1397,False,False,['ON1NC(O)(O)N=C=NN=NC(O)(O)O1'],False,"Geminal diol/triol, Hydrazine"
O=NON=NC(N1C(OC1=O)(O)O)(N)N,222.034881912,11,4,-2.3716,True,False,"['[10*]N1C(=O)OC1(O)O', '[8*]C(N)(N)N=NON=O']",False,"PAINS, Geminal diol/triol"
O=NN=NOC(N1C(OC1=O)(O)O)(N)N,222.034881912,9,4,-2.3716,True,False,"['[8*]C(N)(N)ON=NN=O', '[10*]N1C(=O)OC1(O)O']",False,"PAINS, Geminal diol/triol, Hydrazine"
O=NON=NC(N1C(OC1=O)(O)N)(O)N,222.034881912,11,4,-2.3716,True,False,"['[8*]C(N)(O)N=NON=O', '[10*]N1C(=O)OC1(N)O']",False,"PAINS, Geminal diol/triol"
O=NN=NOC(N1C(OC1=O)(O)N)(O)N,222.034881912,9,4,-2.3716,True,False,"['[8*]C(N)(O)ON=NN=O', '[10*]N1C(=O)OC1(N)O']",False,"PAINS, Geminal diol/triol, Hydrazine"
O=NON=NC(N1C(OC1=N)(O)O)(O)N,222.034881912,11,5,-2.5232300000000003,True,False,['N=C1OC(O)(O)N1C(N)(O)N=NON=O'],False,"PAINS, Geminal diol/triol"
O=NN=NOC(N1C(OC1=N)(O)O)(O)N,222.034881912,9,5,-2.5232300000000003,True,False,['N=C1OC(O)(O)N1C(N)(O)ON=NN=O'],False,"PAINS, Geminal diol/triol, Hydrazine"
O=NON=NC(N1C(NC1=O)(O)O)(O)N,222.034881912,10,5,-2.765,True,False,"['[10*]N1C(=O)NC1(O)O', '[8*]C(N)(O)N=NON=O']",False,"PAINS, Geminal diol/triol"
O=NON=NC(N1C(N=C1O)(O)O)(O)N,222.034881912,11,5,-2.5606000000000004,True,False,['NC(O)(N=NON=O)N1C(O)=NC1(O)O'],False,"PAINS, Geminal diol/triol"
O=NN=NOC(N1C(NC1=O)(O)O)(O)N,222.034881912,8,5,-2.765,True,False,"['[8*]C(N)(O)ON=NN=O', '[10*]N1C(=O)NC1(O)O']",False,"PAINS, Geminal diol/triol, Hydrazine"
O=NN=NOC(N1C(N=C1O)(O)O)(O)N,222.034881912,9,5,-2.5606000000000004,True,False,['NC(O)(ON=NN=O)N1C(O)=NC1(O)O'],False,"PAINS, Geminal diol/triol, Hydrazine"
N=NON=NC(N1C(OC1=O)(O)O)(O)N,222.034881912,11,5,-2.07343,True,False,"['[10*]N1C(=O)OC1(O)O', '[8*]C(N)(O)N=NON=N']",False,"PAINS, Geminal diol/triol"
N=NN=NOC(N1C(OC1=O)(O)O)(O)N,222.034881912,9,5,-2.07343,True,False,"['[10*]N1C(=O)OC1(O)O', '[8*]C(N)(O)ON=NN=N']",False,"PAINS, Geminal diol/triol, Hydrazine"
O=NNN=NC(N1C(OC1=O)(O)O)(O)N,222.034881912,10,5,-2.765,True,False,"['[8*]C(N)(O)N=NNN=O', '[10*]N1C(=O)OC1(O)O']",False,"PAINS, Geminal diol/triol, Hydrazine"
O=NN=NNC(N1C(OC1=O)(O)O)(O)N,222.034881912,8,5,-2.765,True,False,"['[8*]C(N)(O)NN=NN=O', '[10*]N1C(=O)OC1(O)O']",False,"PAINS, Geminal diol/triol, Hydrazine"
ON=NN=NC(N1C(OC1=O)(O)O)(O)N,222.034881912,8,5,-2.1946,True,False,"['[10*]N1C(=O)OC1(O)O', '[8*]C(N)(O)N=NN=NO']",False,"PAINS, Geminal diol/triol, Hydrazine"
O=NON=NC(N1C(OC1=O)(N)N)(O)O,222.034881912,11,4,-2.3716,True,False,"['[8*]C(O)(O)N=NON=O', '[10*]N1C(=O)OC1(N)N']",False,"PAINS, Geminal diol/triol"
O=NN=NOC(N1C(OC1=O)(N)N)(O)O,222.034881912,9,4,-2.3716,True,False,"['[10*]N1C(=O)OC1(N)N', '[8*]C(O)(O)ON=NN=O']",False,"PAINS, Geminal diol/triol, Hydrazine"
O=NON=NC(N1C(OC1=N)(O)N)(O)O,222.034881912,11,5,-2.52323,True,False,['N=C1OC(N)(O)N1C(O)(O)N=NON=O'],False,"PAINS, Geminal diol/triol"
O=NN=NOC(N1C(OC1=N)(O)N)(O)O,222.034881912,9,5,-2.52323,True,False,['N=C1OC(N)(O)N1C(O)(O)ON=NN=O'],False,"PAINS, Geminal diol/triol, Hydrazine"
O=NON=NC(N1C(NC1=O)(O)N)(O)O,222.034881912,10,5,-2.765,True,False,"['[10*]N1C(=O)NC1(N)O', '[8*]C(O)(O)N=NON=O']",False,"PAINS, Geminal diol/triol"
O=NON=NC(N1C(N=C1O)(O)N)(O)O,222.034881912,11,5,-2.5606,True,False,['NC1(O)N=C(O)N1C(O)(O)N=NON=O'],False,"PAINS, Geminal diol/triol"
O=NN=NOC(N1C(NC1=O)(O)N)(O)O,222.034881912,8,5,-2.765,True,False,"['[10*]N1C(=O)NC1(N)O', '[8*]C(O)(O)ON=NN=O']",False,"PAINS, Geminal diol/triol, Hydrazine"
O=NN=NOC(N1C(N=C1O)(O)N)(O)O,222.034881912,9,5,-2.5606,True,False,['NC1(O)N=C(O)N1C(O)(O)ON=NN=O'],False,"PAINS, Geminal diol/triol, Hydrazine"
N=NON=NC(N1C(OC1=O)(O)N)(O)O,222.034881912,11,5,-2.07343,True,False,"['[8*]C(O)(O)N=NON=N', '[10*]N1C(=O)OC1(N)O']",False,"PAINS, Geminal diol/triol"
N=NN=NOC(N1C(OC1=O)(O)N)(O)O,222.034881912,9,5,-2.07343,True,False,"['[8*]C(O)(O)ON=NN=N', '[10*]N1C(=O)OC1(N)O']",False,"PAINS, Geminal diol/triol, Hydrazine"
O=NNN=NC(N1C(OC1=O)(O)N)(O)O,222.034881912,10,5,-2.765,True,False,"['[8*]C(O)(O)N=NNN=O', '[10*]N1C(=O)OC1(N)O']",False,"PAINS, Geminal diol/triol, Hydrazine"
